ID,Obscure ID,Entity,Type,Account Subdomain,dashboard_url
9506,yKvJa4Kx,LquiX Ventures GP,General Partnership,lquixvcs,https://lquixvcs.decilehub.com/firm_admin/entities/yKvJa4Kx/dashboard
9505,L8ZQo7nO,LquiX Ventures Management Company,Management Company,lquixvcs,https://lquixvcs.decilehub.com/firm_admin/entities/L8ZQo7nO/dashboard
9490,LnpL3vn4,Navivo Capital Fund,Fund,navivo,https://navivo.decilehub.com/firm_admin/entities/LnpL3vn4/dashboard
9489,RnebqB8q,Navivo Capital GP,General Partnership,navivo,https://navivo.decilehub.com/firm_admin/entities/RnebqB8q/dashboard
9488,7Na3yp8D,Navivo Capital Management Company,Management Company,navivo,https://navivo.decilehub.com/firm_admin/entities/7Na3yp8D/dashboard
9484,EK4aQPN4,Flint Capital Fund,Fund,flintcap,https://flintcap.decilehub.com/firm_admin/entities/EK4aQPN4/dashboard
9483,08xVdZNW,Flint Capital GP,General Partnership,flintcap,https://flintcap.decilehub.com/firm_admin/entities/08xVdZNW/dashboard
9482,l8yPGYnZ,Flint Capital Management Company,Management Company,flintcap,https://flintcap.decilehub.com/firm_admin/entities/l8yPGYnZ/dashboard
9481,g8bXa4Nx,Aspiring VC Fund,Fund,azora,https://azora.decilehub.com/firm_admin/entities/g8bXa4Nx/dashboard
9480,3N9QbRNJ,Aspiring VC GP,General Partnership,azora,https://azora.decilehub.com/firm_admin/entities/3N9QbRNJ/dashboard
9479,WnwPBw84,Aspiring VC Management Company,Management Company,azora,https://azora.decilehub.com/firm_admin/entities/WnwPBw84/dashboard
9478,9KJQ5v8Z,Kosha Capital Partners Fund,Fund,xyz,https://xyz.decilehub.com/firm_admin/entities/9KJQ5v8Z/dashboard
9477,6N09LRny,Kosha Capital Partners GP,General Partnership,xyz,https://xyz.decilehub.com/firm_admin/entities/6N09LRny/dashboard
9476,6NQOdg8r,Kosha Capital Partners Management Company,Management Company,xyz,https://xyz.decilehub.com/firm_admin/entities/6NQOdg8r/dashboard
9475,gNrwAon1,CogScAI SPV,Fund,humain,https://humain.decilehub.com/firm_admin/entities/gNrwAon1/dashboard
9474,y8mwPzNW,"Decile SPV, LLC",General Partnership,humain,https://humain.decilehub.com/firm_admin/entities/y8mwPzNW/dashboard
9472,PKLO1L82,VentureWires Fund,Fund,venturewires,https://venturewires.decilehub.com/firm_admin/entities/PKLO1L82/dashboard
9471,3nOOg5n6,VentureWires GP,General Partnership,venturewires,https://venturewires.decilehub.com/firm_admin/entities/3nOOg5n6/dashboard
9470,bnlRV9Ka,VentureWires Management Company,Management Company,venturewires,https://venturewires.decilehub.com/firm_admin/entities/bnlRV9Ka/dashboard
9469,kKkzDw8j,Republic S Ventures LP,Fund,republic,https://republic.decilehub.com/firm_admin/entities/kKkzDw8j/dashboard
9468,3nzwzJ8m,Republic S GP LLC,General Partnership,republic,https://republic.decilehub.com/firm_admin/entities/3nzwzJ8m/dashboard
9467,9nG9oQKm,Republic S Management LLC,Management Company,republic,https://republic.decilehub.com/firm_admin/entities/9nG9oQKm/dashboard
9466,0ndVpQKA,Expansion Ventures Fund,Fund,expansion,https://expansion.decilehub.com/firm_admin/entities/0ndVpQKA/dashboard
9465,p8BG6jKk,Expansion Ventures GP,General Partnership,expansion,https://expansion.decilehub.com/firm_admin/entities/p8BG6jKk/dashboard
9464,g8gyZyNZ,Expansion Ventures Management Company,Management Company,expansion,https://expansion.decilehub.com/firm_admin/entities/g8gyZyNZ/dashboard
9463,yN21mwKQ,Deep Science Ventures Agri Fund,Fund,dsvagri,https://dsvagri.decilehub.com/firm_admin/entities/yN21mwKQ/dashboard
9462,PN7qwk80,Deep Science Ventures Agri GP,General Partnership,dsvagri,https://dsvagri.decilehub.com/firm_admin/entities/PN7qwk80/dashboard
9461,zn1bXz8o,Deep Science Ventures Agri Management Company,Management Company,dsvagri,https://dsvagri.decilehub.com/firm_admin/entities/zn1bXz8o/dashboard
9460,1NA6vrnX,Vine Stone Ventures Fund,Fund,vsv,https://vsv.decilehub.com/firm_admin/entities/1NA6vrnX/dashboard
9459,3K5ergKQ,Vine Stone Ventures GP,General Partnership,vsv,https://vsv.decilehub.com/firm_admin/entities/3K5ergKQ/dashboard
9458,2N3wXdNy,Vine Stone Ventures Management Company,Management Company,vsv,https://vsv.decilehub.com/firm_admin/entities/2N3wXdNy/dashboard
9454,BKVXYYn3,Monsoon Fund,Fund,monsoonvc,https://monsoonvc.decilehub.com/firm_admin/entities/BKVXYYn3/dashboard
9453,oND7YLKR,Monsoon GP,General Partnership,monsoonvc,https://monsoonvc.decilehub.com/firm_admin/entities/oND7YLKR/dashboard
9452,mnjQx0NL,Monsoon Management Company,Management Company,monsoonvc,https://monsoonvc.decilehub.com/firm_admin/entities/mnjQx0NL/dashboard
9451,WN6pQO83,Ambitio Fund,Fund,ambitio,https://ambitio.decilehub.com/firm_admin/entities/WN6pQO83/dashboard
9450,yKvJxrKx,Ambitio GP,General Partnership,ambitio,https://ambitio.decilehub.com/firm_admin/entities/yKvJxrKx/dashboard
9449,L8ZQYenO,Ambitio Management Company,Management Company,ambitio,https://ambitio.decilehub.com/firm_admin/entities/L8ZQYenO/dashboard
9448,GNMOY081,Sophie Liao Fund,Fund,sophie,https://sophie.decilehub.com/firm_admin/entities/GNMOY081/dashboard
9447,zKq1xgK5,Sophie Liao GP,General Partnership,sophie,https://sophie.decilehub.com/firm_admin/entities/zKq1xgK5/dashboard
9446,LnpLxvn4,Sophie Liao Management Company,Management Company,sophie,https://sophie.decilehub.com/firm_admin/entities/LnpLxvn4/dashboard
9445,RnebxB8q,Southwest Seed Fund Fund,Fund,southwestseedfund,https://southwestseedfund.decilehub.com/firm_admin/entities/RnebxB8q/dashboard
9444,7Na3Yp8D,Southwest Seed Fund GP,General Partnership,southwestseedfund,https://southwestseedfund.decilehub.com/firm_admin/entities/7Na3Yp8D/dashboard
9443,WnWoYmnE,Southwest Seed Fund Management Company,Management Company,southwestseedfund,https://southwestseedfund.decilehub.com/firm_admin/entities/WnWoYmnE/dashboard
9442,9KRbYyKp,Southwest Seed Fund Fund,Fund,swsf,https://swsf.decilehub.com/firm_admin/entities/9KRbYyKp/dashboard
9441,OnYQY6nV,Southwest Seed Fund GP,General Partnership,swsf,https://swsf.decilehub.com/firm_admin/entities/OnYQY6nV/dashboard
9440,EK4amPN4,Southwest Seed Fund Management Company,Management Company,swsf,https://swsf.decilehub.com/firm_admin/entities/EK4amPN4/dashboard
9438,l8yPxYnZ,Spok Fund,Fund,spok,https://spok.decilehub.com/firm_admin/entities/l8yPxYnZ/dashboard
9437,g8bXx4Nx,Spok GP,General Partnership,spok,https://spok.decilehub.com/firm_admin/entities/g8bXx4Nx/dashboard
9436,3N9QwRNJ,Spok Management Company,Management Company,spok,https://spok.decilehub.com/firm_admin/entities/3N9QwRNJ/dashboard
9435,WnwPxw84,The Fourth Effect Fund,Fund,thefourtheffect,https://thefourtheffect.decilehub.com/firm_admin/entities/WnwPxw84/dashboard
9434,9KJQYv8Z,The Fourth Effect GP,General Partnership,thefourtheffect,https://thefourtheffect.decilehub.com/firm_admin/entities/9KJQYv8Z/dashboard
9433,6N09lRny,The Fourth Effect Management Company,Management Company,thefourtheffect,https://thefourtheffect.decilehub.com/firm_admin/entities/6N09lRny/dashboard
9432,6NQOYg8r,Bigwing Venturetech Fund,Fund,islandx,https://islandx.decilehub.com/firm_admin/entities/6NQOYg8r/dashboard
9431,gNrwxon1,Bigwing Venturetech GP,General Partnership,islandx,https://islandx.decilehub.com/firm_admin/entities/gNrwxon1/dashboard
9430,y8mwxzNW,Bigwing Venturetech Management Company,Management Company,islandx,https://islandx.decilehub.com/firm_admin/entities/y8mwxzNW/dashboard
9429,GNX0Y9Ng,greenvc Fund,Fund,greenvc,https://greenvc.decilehub.com/firm_admin/entities/GNX0Y9Ng/dashboard
9428,PKLOYL82,greenvc GP,General Partnership,greenvc,https://greenvc.decilehub.com/firm_admin/entities/PKLOYL82/dashboard
9427,3nOOY5n6,greenvc Management Company,Management Company,greenvc,https://greenvc.decilehub.com/firm_admin/entities/3nOOY5n6/dashboard
9426,bnlRx9Ka,"Ranchos Ventures Fund I, LP",Fund,ranchos,https://ranchos.decilehub.com/firm_admin/entities/bnlRx9Ka/dashboard
9425,kKkzxw8j,"Ranchos Ventures GP, LLC",General Partnership,ranchos,https://ranchos.decilehub.com/firm_admin/entities/kKkzxw8j/dashboard
9424,3nzwxJ8m,"Ranchos Ventures Management, LLC",Management Company,ranchos,https://ranchos.decilehub.com/firm_admin/entities/3nzwxJ8m/dashboard
9423,9nG9YQKm,"STAFFORD VC Fund I, LP",Fund,staffordvc,https://staffordvc.decilehub.com/firm_admin/entities/9nG9YQKm/dashboard
9422,0ndVxQKA,"STAFFORD VC GP, LLC",General Partnership,staffordvc,https://staffordvc.decilehub.com/firm_admin/entities/0ndVxQKA/dashboard
9421,p8BGYjKk,"STAFFORD VC, LLC",Management Company,staffordvc,https://staffordvc.decilehub.com/firm_admin/entities/p8BGYjKk/dashboard
9420,g8gyxyNZ,Crets Group Fund,Fund,cretsgroup,https://cretsgroup.decilehub.com/firm_admin/entities/g8gyxyNZ/dashboard
9419,yN21LwKQ,Crets Group GP,General Partnership,cretsgroup,https://cretsgroup.decilehub.com/firm_admin/entities/yN21LwKQ/dashboard
9418,PN7q0k80,Crets Group Management Company,Management Company,cretsgroup,https://cretsgroup.decilehub.com/firm_admin/entities/PN7q0k80/dashboard
9417,zn1bOz8o,lomarlabs Fund,Fund,lomarlabs,https://lomarlabs.decilehub.com/firm_admin/entities/zn1bOz8o/dashboard
9416,1NA6YrnX,lomarlabs GP,General Partnership,lomarlabs,https://lomarlabs.decilehub.com/firm_admin/entities/1NA6YrnX/dashboard
9415,3K5eEgKQ,lomarlabs Management Company,Management Company,lomarlabs,https://lomarlabs.decilehub.com/firm_admin/entities/3K5eEgKQ/dashboard
9414,2N3wPdNy,Origgin Ventures Fund,Fund,origginventures,https://origginventures.decilehub.com/firm_admin/entities/2N3wPdNy/dashboard
9413,2nEbXW8Z,Origgin Ventures GP,General Partnership,origginventures,https://origginventures.decilehub.com/firm_admin/entities/2nEbXW8Z/dashboard
9412,w8owJ08q,Origgin Ventures Management Company,Management Company,origginventures,https://origginventures.decilehub.com/firm_admin/entities/w8owJ08q/dashboard
9411,J8PVqBNA,Dorrance Venture Fund,Fund,dorrance,https://dorrance.decilehub.com/firm_admin/entities/J8PVqBNA/dashboard
9410,BKVXDYn3,Dorrance Venture GP,General Partnership,dorrance,https://dorrance.decilehub.com/firm_admin/entities/BKVXDYn3/dashboard
9409,oND7LLKR,Dorrance Venture Management Company,Management Company,dorrance,https://dorrance.decilehub.com/firm_admin/entities/oND7LLKR/dashboard
9408,mnjQX0NL,Alex Samson Fund,Fund,fundraising,https://fundraising.decilehub.com/firm_admin/entities/mnjQX0NL/dashboard
9407,WN6p3O83,Alex Samson GP,General Partnership,fundraising,https://fundraising.decilehub.com/firm_admin/entities/WN6p3O83/dashboard
9406,yKvJMrKx,Alex Samson Management Company,Management Company,fundraising,https://fundraising.decilehub.com/firm_admin/entities/yKvJMrKx/dashboard
9375,gNrwavn1,Untapped Ventures Fund,Fund,untapped,https://untapped.decilehub.com/firm_admin/entities/gNrwavn1/dashboard
9374,y8mwQ5NW,Untapped Ventures GP,General Partnership,untapped,https://untapped.decilehub.com/firm_admin/entities/y8mwQ5NW/dashboard
9373,GNX0P7Ng,Untapped Ventures Management Company,Management Company,untapped,https://untapped.decilehub.com/firm_admin/entities/GNX0P7Ng/dashboard
9340,EK4a54N4,playonomics Fund,Fund,playonomics,https://playonomics.decilehub.com/firm_admin/entities/EK4a54N4/dashboard
9339,08xVPMNW,playonomics GP,General Partnership,playonomics,https://playonomics.decilehub.com/firm_admin/entities/08xVPMNW/dashboard
9338,l8yPoXnZ,playonomics Management Company,Management Company,playonomics,https://playonomics.decilehub.com/firm_admin/entities/l8yPoXnZ/dashboard
9337,g8bXkpNx,Remora Fund Fund,Fund,remorafund,https://remorafund.decilehub.com/firm_admin/entities/g8bXkpNx/dashboard
9336,3N9Qg3NJ,Remora Fund GP,General Partnership,remorafund,https://remorafund.decilehub.com/firm_admin/entities/3N9Qg3NJ/dashboard
9335,WnwPVO84,Remora Fund Management Company,Management Company,remorafund,https://remorafund.decilehub.com/firm_admin/entities/WnwPVO84/dashboard
9325,kKkzVv8j,EMC Fund,Fund,emc,https://emc.decilehub.com/firm_admin/entities/kKkzVv8j/dashboard
9324,3nzwkM8m,EMC GP,General Partnership,emc,https://emc.decilehub.com/firm_admin/entities/3nzwkM8m/dashboard
9323,9nG9DoKm,EMC Management Company,Management Company,emc,https://emc.decilehub.com/firm_admin/entities/9nG9DoKm/dashboard
9322,0ndVqxKA,Social Bank Fund,Fund,socialbank,https://socialbank.decilehub.com/firm_admin/entities/0ndVqxKA/dashboard
9321,p8BGMlKk,Social Bank GP,General Partnership,socialbank,https://socialbank.decilehub.com/firm_admin/entities/p8BGMlKk/dashboard
9320,g8gyvmNZ,Social Bank Management Company,Management Company,socialbank,https://socialbank.decilehub.com/firm_admin/entities/g8gyvmNZ/dashboard
9319,yN21GGKQ,Risemark Corporate Ventures Fund,Fund,rightathomeventures,https://rightathomeventures.decilehub.com/firm_admin/entities/yN21GGKQ/dashboard
9318,PN7qLp80,Risemark Corporate Ventures GP,General Partnership,rightathomeventures,https://rightathomeventures.decilehub.com/firm_admin/entities/PN7qLp80/dashboard
9317,zn1bdl8o,Risemark Corporate Ventures Management Company,Management Company,rightathomeventures,https://rightathomeventures.decilehub.com/firm_admin/entities/zn1bdl8o/dashboard
9316,1NA6q0nX,NYZU Ventures Fund,Fund,nyzuventures,https://nyzuventures.decilehub.com/firm_admin/entities/1NA6q0nX/dashboard
9315,3K5eldKQ,NYZU Ventures GP,General Partnership,nyzuventures,https://nyzuventures.decilehub.com/firm_admin/entities/3K5eldKQ/dashboard
9314,2N3wzZNy,NYZU Ventures Management Company,Management Company,nyzuventures,https://nyzuventures.decilehub.com/firm_admin/entities/2N3wzZNy/dashboard
9313,2nEb678Z,MT KENYA HUB Fund,Fund,mtkenyahub,https://mtkenyahub.decilehub.com/firm_admin/entities/2nEb678Z/dashboard
9312,w8ow3A8q,MT KENYA HUB GP,General Partnership,mtkenyahub,https://mtkenyahub.decilehub.com/firm_admin/entities/w8ow3A8q/dashboard
9311,J8PV7mNA,MT KENYA HUB Management Company,Management Company,mtkenyahub,https://mtkenyahub.decilehub.com/firm_admin/entities/J8PV7mNA/dashboard
9310,BKVXzWn3,"Manufactured - Series A1, a series of Decile SPV, LLC",Fund,aheadvc,https://aheadvc.decilehub.com/firm_admin/entities/BKVXzWn3/dashboard
9309,oND7vPKR,"Decile SPV, LLC",General Partnership,aheadvc,https://aheadvc.decilehub.com/firm_admin/entities/oND7vPKR/dashboard
9305,L8ZQL4nO,FoodFoundersstudio Fund,Fund,foodfounders,https://foodfounders.decilehub.com/firm_admin/entities/L8ZQL4nO/dashboard
9304,GNMO5481,FoodFoundersstudio GP,General Partnership,foodfounders,https://foodfounders.decilehub.com/firm_admin/entities/GNMO5481/dashboard
9303,zKq1AdK5,FoodFoundersstudio Management Company,Management Company,foodfounders,https://foodfounders.decilehub.com/firm_admin/entities/zKq1AdK5/dashboard
9302,LnpL5jn4,DaJo Fund,Fund,dajo,https://dajo.decilehub.com/firm_admin/entities/LnpL5jn4/dashboard
9301,RnebM98q,DaJo GP,General Partnership,dajo,https://dajo.decilehub.com/firm_admin/entities/RnebM98q/dashboard
9300,7Na3aX8D,DaJo Management Company,Management Company,dajo,https://dajo.decilehub.com/firm_admin/entities/7Na3aX8D/dashboard
9299,J8PV7jNA,The Venture Insight Fund,Fund,theventureinsight,https://theventureinsight.decilehub.com/firm_admin/entities/J8PV7jNA/dashboard
9298,BKVXzen3,The Venture Insight GP,General Partnership,theventureinsight,https://theventureinsight.decilehub.com/firm_admin/entities/BKVXzen3/dashboard
9297,oND7vXKR,The Venture Insight Management Company,Management Company,theventureinsight,https://theventureinsight.decilehub.com/firm_admin/entities/oND7vXKR/dashboard
9296,mnjQDONL,Zafar VF,Fund,5pillars,https://5pillars.decilehub.com/firm_admin/entities/mnjQDONL/dashboard
9295,WN6pOB83,ZafarVC LLP,General Partnership,5pillars,https://5pillars.decilehub.com/firm_admin/entities/WN6pOB83/dashboard
9294,yKvJWQKx,5Pillars Ventures Management Company,Management Company,5pillars,https://5pillars.decilehub.com/firm_admin/entities/yKvJWQKx/dashboard
9293,L8ZQLbnO,Gen C Fund,Fund,gencvc,https://gencvc.decilehub.com/firm_admin/entities/L8ZQLbnO/dashboard
9292,GNMO5981,Gen C GP,General Partnership,gencvc,https://gencvc.decilehub.com/firm_admin/entities/GNMO5981/dashboard
9291,zKq1ALK5,Gen C Management Company,Management Company,gencvc,https://gencvc.decilehub.com/firm_admin/entities/zKq1ALK5/dashboard
9290,LnpL5Mn4,1bio Fund,Fund,1bio,https://1bio.decilehub.com/firm_admin/entities/LnpL5Mn4/dashboard
9289,RnebMQ8q,1bio GP,General Partnership,1bio,https://1bio.decilehub.com/firm_admin/entities/RnebMQ8q/dashboard
9288,7Na3a38D,1bio Management Company,Management Company,1bio,https://1bio.decilehub.com/firm_admin/entities/7Na3a38D/dashboard
9287,WnWok1nE,"Sila B, LLC Fund",Fund,silabllc,https://silabllc.decilehub.com/firm_admin/entities/WnWok1nE/dashboard
9286,9KRbg2Kp,"Sila B, LLC GP",General Partnership,silabllc,https://silabllc.decilehub.com/firm_admin/entities/9KRbg2Kp/dashboard
9285,OnYQOjnV,"Sila B, LLC Management Company",Management Company,silabllc,https://silabllc.decilehub.com/firm_admin/entities/OnYQOjnV/dashboard
9284,EK4akdN4,Bourgeois Ventures Fund,Fund,bourgeoisvc,https://bourgeoisvc.decilehub.com/firm_admin/entities/EK4akdN4/dashboard
9283,08xV0kNW,Bourgeois Ventures GP,General Partnership,bourgeoisvc,https://bourgeoisvc.decilehub.com/firm_admin/entities/08xV0kNW/dashboard
9282,l8yPajnZ,Bourgeois Ventures Management Company,Management Company,bourgeoisvc,https://bourgeoisvc.decilehub.com/firm_admin/entities/l8yPajnZ/dashboard
9281,g8bXPyNx,Propel Ventures Fund,Fund,propelventures,https://propelventures.decilehub.com/firm_admin/entities/g8bXPyNx/dashboard
9280,3N9QM2NJ,Propel Ventures GP,General Partnership,propelventures,https://propelventures.decilehub.com/firm_admin/entities/3N9QM2NJ/dashboard
9279,WnwPQB84,Propel Ventures Management Company,Management Company,propelventures,https://propelventures.decilehub.com/firm_admin/entities/WnwPQB84/dashboard
9278,9KJQBY8Z,An idea Fund,Fund,anidea,https://anidea.decilehub.com/firm_admin/entities/9KJQBY8Z/dashboard
9277,6N09Yjny,An idea GP,General Partnership,anidea,https://anidea.decilehub.com/firm_admin/entities/6N09Yjny/dashboard
9276,6NQOLj8r,An idea Management Company,Management Company,anidea,https://anidea.decilehub.com/firm_admin/entities/6NQOLj8r/dashboard
9275,gNrwO1n1,"Geek Ventures Decile Group SPV, a series of Decile SPV, LLC",Fund,geek,https://geek.decilehub.com/firm_admin/entities/gNrwO1n1/dashboard
9274,y8mwddNW,Leaderton Capital Fund,Fund,leadertoncapital,https://leadertoncapital.decilehub.com/firm_admin/entities/y8mwddNW/dashboard
9273,GNX0eQNg,Leaderton Capital GP,General Partnership,leadertoncapital,https://leadertoncapital.decilehub.com/firm_admin/entities/GNX0eQNg/dashboard
9272,PKLOW082,Leaderton Capital Management Company,Management Company,leadertoncapital,https://leadertoncapital.decilehub.com/firm_admin/entities/PKLOW082/dashboard
9271,3nOOlwn6,Founders4change Fund,Fund,founders4change,https://founders4change.decilehub.com/firm_admin/entities/3nOOlwn6/dashboard
9270,bnlRBpKa,Founders4change GP,General Partnership,founders4change,https://founders4change.decilehub.com/firm_admin/entities/bnlRBpKa/dashboard
9269,kKkzgO8j,Founders4change Management Company,Management Company,founders4change,https://founders4change.decilehub.com/firm_admin/entities/kKkzgO8j/dashboard
9268,3nzweO8m,"Embedding VC Denali Fund, a Series of Decile SPV, LLC",Fund,embedding,https://embedding.decilehub.com/firm_admin/entities/3nzweO8m/dashboard
9267,9nG97dKm,"Decile SPV, LLC",General Partnership,embedding,https://embedding.decilehub.com/firm_admin/entities/9nG97dKm/dashboard
9266,0ndVE3KA,"D2 Venture, LLC Fund",Fund,d2venture,https://d2venture.decilehub.com/firm_admin/entities/0ndVE3KA/dashboard
9265,p8BGEDKk,"D2 Venture, LLC GP",General Partnership,d2venture,https://d2venture.decilehub.com/firm_admin/entities/p8BGEDKk/dashboard
9264,g8gyA0NZ,"D2 Venture, LLC Management Company",Management Company,d2venture,https://d2venture.decilehub.com/firm_admin/entities/g8gyA0NZ/dashboard
9263,yN21YxKQ,Ensemble VC Fund,Fund,ensemble,https://ensemble.decilehub.com/firm_admin/entities/yN21YxKQ/dashboard
9262,PN7qpg80,Ensemble VC GP,General Partnership,ensemble,https://ensemble.decilehub.com/firm_admin/entities/PN7qpg80/dashboard
9261,zn1bYE8o,Ensemble VC Management Company,Management Company,ensemble,https://ensemble.decilehub.com/firm_admin/entities/zn1bYE8o/dashboard
9260,1NA6oxnX,SVC Ventures Fund,Fund,svcventures,https://svcventures.decilehub.com/firm_admin/entities/1NA6oxnX/dashboard
9259,3K5eaDKQ,SVC Ventures GP,General Partnership,svcventures,https://svcventures.decilehub.com/firm_admin/entities/3K5eaDKQ/dashboard
9258,2N3wYeNy,SVC Ventures Management Company,Management Company,svcventures,https://svcventures.decilehub.com/firm_admin/entities/2N3wYeNy/dashboard
9257,2nEbAj8Z,Access London Fund,Fund,accesslondon,https://accesslondon.decilehub.com/firm_admin/entities/2nEbAj8Z/dashboard
9256,w8owza8q,Access London GP,General Partnership,accesslondon,https://accesslondon.decilehub.com/firm_admin/entities/w8owza8q/dashboard
9255,J8PVOjNA,Access London Management Company,Management Company,accesslondon,https://accesslondon.decilehub.com/firm_admin/entities/J8PVOjNA/dashboard
9254,BKVX0en3,FLYACTS Ventures GmbH Fund,Fund,flyacts,https://flyacts.decilehub.com/firm_admin/entities/BKVX0en3/dashboard
9253,oND75XKR,FLYACTS Ventures GmbH GP,General Partnership,flyacts,https://flyacts.decilehub.com/firm_admin/entities/oND75XKR/dashboard
9252,mnjQ2ONL,FLYACTS Ventures GmbH Management Company,Management Company,flyacts,https://flyacts.decilehub.com/firm_admin/entities/mnjQ2ONL/dashboard
9251,WN6peB83,Double Feather Fund,Fund,dfp,https://dfp.decilehub.com/firm_admin/entities/WN6peB83/dashboard
9250,yKvJrQKx,DFP GP,General Partnership,dfp,https://dfp.decilehub.com/firm_admin/entities/yKvJrQKx/dashboard
9249,L8ZQqbnO,Double Feather Partners (Management Company),Management Company,dfp,https://dfp.decilehub.com/firm_admin/entities/L8ZQqbnO/dashboard
9248,GNMOz981,Grey Ventures Fund,Fund,greyventures,https://greyventures.decilehub.com/firm_admin/entities/GNMOz981/dashboard
9247,zKq1lLK5,Grey Ventures GP,General Partnership,greyventures,https://greyventures.decilehub.com/firm_admin/entities/zKq1lLK5/dashboard
9246,LnpLkMn4,Grey Ventures,Management Company,greyventures,https://greyventures.decilehub.com/firm_admin/entities/LnpLkMn4/dashboard
9245,Rneb3Q8q,Hyperbola Ventures Fund,Fund,hyperbolavc,https://hyperbolavc.decilehub.com/firm_admin/entities/Rneb3Q8q/dashboard
9244,7Na3V38D,Hyperbola Ventures GP,General Partnership,hyperbolavc,https://hyperbolavc.decilehub.com/firm_admin/entities/7Na3V38D/dashboard
9243,WnWoa1nE,Hyperbola Ventures Management Company,Management Company,hyperbolavc,https://hyperbolavc.decilehub.com/firm_admin/entities/WnWoa1nE/dashboard
9242,9KRbX2Kp,BrightCover Venture Fund,Fund,brightcover,https://brightcover.decilehub.com/firm_admin/entities/9KRbX2Kp/dashboard
9241,OnYQpjnV,BrightCover Venture GP,General Partnership,brightcover,https://brightcover.decilehub.com/firm_admin/entities/OnYQpjnV/dashboard
9240,EK4aYdN4,BrightCover Venture Management Company,Management Company,brightcover,https://brightcover.decilehub.com/firm_admin/entities/EK4aYdN4/dashboard
9239,08xVrkNW,"R42 FUND 4, LP",Fund,r42,https://r42.decilehub.com/firm_admin/entities/08xVrkNW/dashboard
9238,l8yPQjnZ,R42 Capital,General Partnership,r42,https://r42.decilehub.com/firm_admin/entities/l8yPQjnZ/dashboard
9237,g8bXDyNx,r42 group Management Company,Management Company,r42,https://r42.decilehub.com/firm_admin/entities/g8bXDyNx/dashboard
9236,3N9Qe2NJ,CLEVER Venture Fund,Fund,cleverventures,https://cleverventures.decilehub.com/firm_admin/entities/3N9Qe2NJ/dashboard
9235,WnwPmB84,CLEVER Venture Studio GP,General Partnership,cleverventures,https://cleverventures.decilehub.com/firm_admin/entities/WnwPmB84/dashboard
9234,9KJQ7Y8Z,"The CLEVER Group, LLC",Management Company,cleverventures,https://cleverventures.decilehub.com/firm_admin/entities/9KJQ7Y8Z/dashboard
9233,6N09kjny,PurLit Venture Studio Fund,Fund,purlitopc,https://purlitopc.decilehub.com/firm_admin/entities/6N09kjny/dashboard
9232,6NQOkj8r,PurLit Venture Studio GP,General Partnership,purlitopc,https://purlitopc.decilehub.com/firm_admin/entities/6NQOkj8r/dashboard
9231,gNrwk1n1,PurLit Venture Studio Management Company,Management Company,purlitopc,https://purlitopc.decilehub.com/firm_admin/entities/gNrwk1n1/dashboard
9230,y8mwgdNW,PACA FUND Fund,Fund,paca,https://paca.decilehub.com/firm_admin/entities/y8mwgdNW/dashboard
9229,GNX0QQNg,PACA FUND GP,General Partnership,paca,https://paca.decilehub.com/firm_admin/entities/GNX0QQNg/dashboard
9228,PKLOg082,PACA FUND Management Company,Management Company,paca,https://paca.decilehub.com/firm_admin/entities/PKLOg082/dashboard
9227,3nOOGwn6,Knowware Venture Captial Fund,Fund,knowware,https://knowware.decilehub.com/firm_admin/entities/3nOOGwn6/dashboard
9226,bnlR2pKa,Knowware Venture Captial GP,General Partnership,knowware,https://knowware.decilehub.com/firm_admin/entities/bnlR2pKa/dashboard
9225,kKkz7O8j,Knowware Venture Captial Management Company,Management Company,knowware,https://knowware.decilehub.com/firm_admin/entities/kKkz7O8j/dashboard
9221,p8BGVDKk,Camel Capital Fund,Fund,camelcapital,https://camelcapital.decilehub.com/firm_admin/entities/p8BGVDKk/dashboard
9220,g8gy30NZ,Camel Capital GP,General Partnership,camelcapital,https://camelcapital.decilehub.com/firm_admin/entities/g8gy30NZ/dashboard
9219,yN21OxKQ,Camel Capital Management Company,Management Company,camelcapital,https://camelcapital.decilehub.com/firm_admin/entities/yN21OxKQ/dashboard
9218,PN7qQg80,NWM Ventures Fund,Fund,nwmventures,https://nwmventures.decilehub.com/firm_admin/entities/PN7qQg80/dashboard
9217,zn1blE8o,NWM Ventures GP,General Partnership,nwmventures,https://nwmventures.decilehub.com/firm_admin/entities/zn1blE8o/dashboard
9216,1NA6DxnX,NWM Ventures Management Company,Management Company,nwmventures,https://nwmventures.decilehub.com/firm_admin/entities/1NA6DxnX/dashboard
9215,3K5emDKQ,First Ground Cap,Fund,firstcapital,https://firstcapital.decilehub.com/firm_admin/entities/3K5emDKQ/dashboard
9214,2N3wLeNy,First Capital Africa GP,General Partnership,firstcapital,https://firstcapital.decilehub.com/firm_admin/entities/2N3wLeNy/dashboard
9213,2nEbEj8Z,First Capital Africa Management Company,Management Company,firstcapital,https://firstcapital.decilehub.com/firm_admin/entities/2nEbEj8Z/dashboard
9212,w8owda8q,Key Momentum Fund,Fund,keymomentum,https://keymomentum.decilehub.com/firm_admin/entities/w8owda8q/dashboard
9211,J8PVzjNA,Key Momentum GP,General Partnership,keymomentum,https://keymomentum.decilehub.com/firm_admin/entities/J8PVzjNA/dashboard
